aback|شاته
pale|بېرنګه
pale|پيکه
pale|تت
pale|رنګژړی
pale|زهير
pale|زيير
pale|کمرنګه
pale|مړغون
pale|مړغونجا
pale|مړغونجی
pale|مړغيجن
pale|مړغيچن
pale|مړکندي
paleness|زهيرتوب
pallid|پيکه
palm|تلی
palm|خرما
palm|ورغوی
palpitation|درګهار
palpitation|درګی
pan|لګن
panacea|اکسير
pancake|وېشلې
pander|بړوه
pane|جام
pannier|کجاوه
pant|ستمېدل
panther|پړانګ
panthers|پړانګان
panting|هوکه
panting|هوکی
papa|بابا
paper|کاغذي
paper|پاڼړه
papers|اوراق
par|تعادل
parachute|پراشوټ
parade|قواعد
parade|کوايت
parade|ګزشت
parade|رسم ګذشت
paradise|جنت
paragraph|فقره
parallel|نظير
parallel|سارى
parallel|مايل
paralysis|ګوزنډ
paralysis|ګوزڼ
parapet|سنج
parasite|مفتخور
parasitic|طفيلي
parasol|چترۍ
parboil|درمل
parcel|پارسل
parch|منډو
parched|وچ
pardon|بخښښ
pardon|عفو
pardon|ننواته
pardon|ننواتی
pardon|وبښه
pare|تراشل
parenthesis|قوس
parents|والدين
paris|پاريس
parity|برابروالی
parity|برابري
parity|معادله
park|پارک
parking|تمځاى
parley|مذاکره
parliament|شورا
parliamentary|پارلماني
parries|جدار
parrot|توتي، طوطي
parsimonious|محسک
parsley|دڼیا (ګشنیز)
part|پرزه
part|جزء
part|حصه
part|رسد
part|رول
part|سهم
part|عنصر
part|فرع
part|لېکه
part|ونډ
part|ونډه
part|ونډۍ
part|ټکانه
part|ټوټه
partial|طرفدار
partiality|پرخوا
partiality|پرخواتوب
partiality|طرفداري
partiality|ميلان
participant|سهيم
participation|شرکت
participation|ګډون
particle|بڅری
particle|کک
particle|وړنګه
particle|ذره
particles|ورېژون
particular|مخصوص
particularity|خصوصيت
particularly|مخصوصأ
particularly|مخصوصاً
particulars|تفصيلات
particulars|مختصات
particulars|مشخصات
parties|احزاب
partisan|ګوندي
partition|حجاب
partner|شريک
partner|مشترک
partner|ونډی
partnership|شراکت
partridge|زرک
parts|اجزا
party|حزب
party|دعوت
party|طرف
party|مېلمستيا
party|ګدۍ
party|بنډار
party|مهمانې
pass|تېرول
pass|تېرېدل
pass|کنډو
pass|کوتل
pass|معبر
pass|منځغری
passage|عبارت
passage|مجرا
passage|مرور
passage|ممر
passage|منفذ
passage|وت
passed|مصوبه
passenger|سپره
passengers|سواريان
passengers|سپاره
passengers|سپرليان
passengers|سپرلي
passengers|سپرې
passing|مرور
passive|مجهول
passive|منفعل
passively|په غير فعال ډول.
passport|پاسپورټ
past|ماضي
past|مخکينی
past|مخنی
paste|کريم
pasteboard|مقوا
pastel|پاسټل
pastime|سرګرمي
pasture|مالڅړ
pasture|وښياڼه
pasture|څړا
pasture|څړاو
pasture|څړځای
patch|پينه
pate|سمبوسه
patella|ټوټکۍ
paternal|پلرنی
path|لېرۍ
path|ورخ
patience|صبر
patience|وار
patience|څوار
patience|څوار
patient|سوړ
patient|صابر
patient|صبرناک
patient|مريض
patriarchy|پلارواکي
patrimony|ورېشون
patriot|وطندوست
patriot|هيوادپال
patriot|هېوادپاله
patriotic|هيوادپال
patriotic|هيوادپاله
patriotism|وطنپرستي
patriotism|هېواد پالنه
patriots|هېوادپالان
patrol|څارنه
patrol|څاو
patrol|ګزمه
patron|ساتندوی
patron|سرپرست
patron|مشوق
patron|نايک
patron|نيک
paunchy|خېټور
pause|درنګ
pause|وقفه
pavilion|غرفه
paw|منګوله
pawn|ګرو
pay|تنخا
pay|مزد
payment|اجوره
payment|تاديه
pea|مټر
peace|اشتوکه
peace|اماني
peace|آرامي
peace|جوړه
peace|روغه
peace|سوله
peace|صلح
peace|کراره
peace|کراري
peace|ستوګه
peaceful|سوکاله
peach|شوتالو
peacock|کښېدی
peafowl|کښېدی
peak|ستونځ
peanut|مونګ پلي
pear|ناشپاتي
pear|ناک
pear|وېروه
pearl|مرواريد
pearl|ملغلره
pearl|ګوهر
pearl|ملغلره
peas|مشنګ
pebble|ګټۍ
pectoral|صدري
peculiarities|مختصات
pedigree|شجره
pedigree|نسب نامه
peel|سپينول
peeled|سپين
peer|مخی
peer|همزولی
peer|همځولی
peerless|ناويات
peevishness|بدخويي
peg|موږی
peg|مږوی
peg|مېخ
peking|پيکنګ
pelican|پلیکان
pellet|ساچمه
pelvis|سپوخڅه
pen|شپول
pen|قلم
pen|کلم
pen|ليکنی
pen|ليکانی
pen|ليکاڼی
penalty|جرم
penalty|مجازات
penalty|ناغه
penalty|نغوړ
pencil|وچکښی
pendulum|څرخباڼی
penetration|نفوذ
penguin|پنگوئن (سمندرِي مارغه چې لنډې پښې لري او الوتلای نشي)
penitence|توبه
penitent|توبه ګار
penned|پنډ
pension|مواجب
pensive|چورتي
pent|پنډ
pentagon|مخمس
people|اولس
people|خلق
people|خلک
people|خلګ
people|قام
people|قوم
people|کام
people|ملت
people|هلګ
pepper|مرچک
peppermint|وېلني
peppery|تند
percent|فيصد
percentage|فيیدي
perceptible|محسوسات
perception|تلقي
perdition|هلاکت
peremptory|حکمي
perfect|مکمل
perfection|کمال
perfidious|بدمعامله
perforated|سوري سومبری
performance|اجرا
perfume|عطر
perfume|سانټ
perfumed|معطر
perhaps|ګوندی
perhaps|ګويا
perhaps|کېدې شي
perimeter|محيط
perineum|چاټ
period|زمانه
period|موعد
period|وار
periodic|موقوته
periodical|نوبتي
perishable|فاني
perished|سرخوړلی
perished|سټ
perished|سټول
perished|څلاڅل
perishing|تلف
peritoneum|سپېښته
permanence|دوام
permanent|دايمى
permissible|روا
permission|اذن
permission|پرېسښودنه
permission|رخصت
permit|جواز
permit|جوازليک
permitted|مجاز
perpetration|ارتکاب
perpetual|دايمي
perpetual|مداوم
perpetual|هميش
perpetual|هميشه
perpetual|تل تر تله
perpetually|مدام
perpetually|هميش
perpetually|هميشه
perpetuity|ابديت
perplex|سرګردانول
perplexed|اپوټه
perplexed|اک پک
perplexed|اندېښمن
perplexed|هېښ
perplexity|هېښه
perseverance|څوار
perseverance|څوار
persevere|روی
persia|فارس
persian|فارسي
persian|فارسي
persist|جوغيدل
persistence|زېل
persistence|ټينګار
persistent|خری
persistent|رنډ
persistent|مصر
persistent|هوډي
person|ذات
person|فرد
person|نفر
person|کس
personal|شخصي
personal|ځاني
personality|شخصيت
personification|تجسم
personnel|سټاف
persons|افراد
perspective|دورنما
perspiration|خوله
perspiring|خولن
persuade|ډومارل
pert|ويتکی
pertaining|تحقيقي
pertaining|تعميراتي
pertaining|درباري
pertaining|متعلق
pertinacious|سرتمبه
perturbation|اخلال
perusal|حلاجي
perversion|تحريف
pervert|کچر
pessimism|بدبيني
pessimist|بدبين
pestering|پېڅه
pestilence|طاعون
pestilence|مرګو
pestilence|ټوغک
pestilence|ټوغکی
pestilence|طاعون
pestle|مندسته
petal|ګلبرګ
petition|عريضه
petitioner|عارض
petrified|متحجر
petrol|تېل
petroleum|نفت
petty|جزيي
pew|هغه كټكى (كټكى)چه په كليسا كښى پرى عبادت كوونكى كشينى: اوږده چوكۍ
phantom|خيال
pharmacist|دواساز
pharmacology|درملپوهنه
pharmacy|دواخانه
pharynx|ګړګړو
phase|پړاو
phases|مراتب
pheasant|کورمن
phenomenal|خارق العاده
phenomenon|پېښه
phenomenon|حادثه
philanthropic|خيريه
philanthropist|بشرپال
philology|فلالوجي
philology|فيلولوژي
philosopher|فيلسوف
philosophical|فلسفي
philosophy|فلسفه
phlegm|ارغشی
phlegm|بلغم
phlegm|خراشکي
phlegm|ګروړبی
phlox|فلاکس
phobic|کرکجن
phoenix|عنقا
phone|مېلهو
phonetics|فونيټکس
phosphorus|فاسفورس
photograph|عکس
photographer|عکاس
photoreceptor|ړنا ځوابی
photosynthesis|ړنا ګډوالی
phrase|نيمګړې جمله
phylum|ګړوبی
physical|جسماني
physical|فزيکي
physical|مزاج
physical|جسمی، فیزیکی
physically|جسمی، فیزیکی
physician|درملګر
physician|طبيب
physician|ډاکټر
physician|درملګر
physicist|فزيک پوه
physics|پنځپوهنه
physiognomy|قيافه
physiology|فزيولوژي
piano|پيانو
pick|ټومبل
pickaxe|ميتی
picked|بوګ
picking|لاس وهنه
pickles|ترشي
pickpocket|ګنډکپ
pickpocketing|ګنډکپي
pickpockets|ګنډکپان
picnic|مېله
pictorial|مصور
picture|تمثال
picture|عکس
picture|نګوس
picture|څېره
picture|انځور
pictures|اشکال
piebald|ابلک
piece|تکه
piece|توکرکۍ
piece|توکۍ
piece|جلد
piece|دانه
piece|قطعه
piece|کک
piece|ټوک
piece|ټوکر
piece|ټوټه
piece|ذره
piety|تقوی
piety|ديانت
piety|نېکي
pig|سرکوزی
pig|سوډر
pig|مته
pig|خانجیر
pig|خنځير
pigeon|کوتره
pigeon|کوتره
pigeon|کونتره
pile|کوړه
pile|لاټ
pile|ډېرۍ
piles|موېښي
pilgrimage|زيارت
pill|ګولۍ
pillar|سټه
pillars|ستنې
pillow|سروېږدی
pillow|څنګوېږدی
pillow|سروښت
pilot|پيلوټ
pimp|بړوۍ
pimple|زوانکه
pimple|سوکۍ
pimple|ځوانکه
pimple|ګرمکه
pin|ستګ
pin|سنجاق
pin|ميخچو
pin|مېخ
pincers|نوسی
pincers|نيوونی
pinch|سکونډۍ
pinch|مضيقه
pinch|څکونډاره
pinch|څکونډل
pinching|نوکاره
pine|منځه
pineapple|اناناس
pingpong|پنګ پانګ
pink|ګلابي
pioneer|مخکښ
pious|دينداره
pious|متدين
pious|متقي
pious|مذهبي
pious|مومن
pious|نېک
pipe|نل
piper|شپلي وهنه
pistol|توپنچه
pit|غوچه
pit|کنده
pit|کډه
pit|کډهل
pit|کښکری
pitcher|منګے
pitchfork|سکو
pitchfork|شانګه
pitchfork|شانګۍ
pitchfork|منګاښه
pitchfork|ښاخۍ
pitfall|ډبرۍ
pith|مغز
pithy|مغزن
pitiable|عاجز
pitiful|عاجز
pity|رحم
pity|رقت
pity|زيار
pivot|مدار
place|مرتبه
place|مکان
place|موضع
place|مېنه
place|ځايول
place|ځای
placenta|پېروان
placenta|کړنده
placenta|ملانۍ
placenta|نمونه
placenta|بریوان
plague|درنه
plague|مرګو
plain|جلګه
plain|دامان
plain|ساده
plain|ميره
plain|هواره
plain|ولخه
plainness|څرګندوالی
plaintiff|عارض
plait|پلېټ
plan|طرح
plan|نقشه
plan|چهال
plane|مستوي
plane|مسطح
plane|منګولپاڼی
plane|الوتکه
planet|عالم
plank|تخته
planning|پلانګذاري
plant|دستګاه
plant|نبات
plantain|بارتنګ
plantation|کښت
plants|شنه
plaque|طاعون
plaster|سيم ګل
plaster|هډبند
plaster|ګچ
plastic|پلاسټيک
plate|قاب
plate|لوحه
plateau|ستېزه
platform|دکانچه
platform|سپاچه
platform|مرامنامه
platinum|پلاتين
plato|اپلاتون
platoon|پلټن
platter|غوري
play|بازۍ
player|لوبه
playful|خجونکی
plea|سوال
plead|شکايت
pleas|سوالونه
pleasant|خوش طبعه
pleasant|خوشحال
pleasant|خوشخويه
pleasant|سمسور
please|لطفاٌ
pleased|راضي
pleased|محظوظ
pleased|مسرور
pleasure|خوښه
pleasure|خوښي
pleasure|کيف
pleasure|لذت
pleasure|مسرت
pleasure|نشاط
pleat|چوڼ
pleat|چوڼکی
pleat|چين
pleated|الول
plectrum|شاباز
pledge|لوز
pledged|ګاڼه
plentiful|وافر
plenty|پريمانه
pliers|پلاس
plot|دسيسه
plot|طرح
plot|قطعه
plot|کورد
plot|نقشه
plot|سازش
plough|يوې
pluck|شکول
plug|پلک
plum|الو
plum|الوچه
plum|آلو
plum|چپاو
plump|خمټ
plunder|داړه
plunder|داړه ماري
plunge|يوپ
plunge|منډل
plural|ډېرګړی
pneumonia|ذات الريه
pneumonia|نمونيا
pneumonia|سينه بغل
pocket|مش
pod|کړيسي
poem|نظم
poet|شاعر
poetical|شاعرانه
poetry|شعر
point|نوک
point|نوکه
point|ټکی
pointing|اشاره
poise|برابری
poison|زار
poison|زهر
poison|زوږ
poison|کول
poison|ګنډېر
poison|وښ
poisoned|مسموم
poisonous|زهرناک
poisonous|وښن
poke|ټونګل
poker|سيخ
poker|لړومی
poker|لړونی
poking|چخ
poland|پولنډ
polar|قطبي
pole|پايه
pole|تير
pole|خاده
pole|خازه
pole|قطب
pole|لاړي
pole|لکړه
pole|ټيمک
pole|ډاکه
police|پوليس
policy|تلن لار
policy|تګ لاره
policy|خط مشي
policy|سياست
policy|کړنلاره
policy|مشي
policy|تګلاره
policy|تګلار
polio|ګوزڼ
polish|جلا
polish|صيقل
polish|عامر
polished|مهذب
polite|مودب
politely|پیار سارا
politeness|ادب
political|سياسي
politician|سياستمدار
politics|سياست
politics|سياست
polluted|ملوث
pollution|مردارى
pollution|ککړتيا
polygon|کثيرالاضلاع
polytheism|شرک
polytheist|مشرک
pomegranate|انګوړی
pomp|دبدبه
pomp|سامانه
pomp|شوکت
pomp|عظمت
pond|کوړم
pond|کړم
pond|ناور
pond|وسته
pond|ونګره
pond|ډم
pond|ډم
pond|ډنډ
pond|ډنډه
ponder|سنجول
pondering|چرت
pondering|چورت
pondering|متفکر
pony|ټټو
pool|حوض
pool|وسته
pool|ونګره
pool|ډنډ
pool|ډنډه
poor|اکرب
poor|اوپره
poor|بې وزله
poor|بې وسه
poor|بېچاره
poor|خوار
poor|خوارکی
poor|عاجز
poor|غريب
poor|فقير
poor|لبغړی
poor|متاز
poor|محتاج
poor|مستحق
poor|مسکين
poor|ملنګ
poor|نادار
poor|نشتمن
poor|نېستمن
poor|هريان
poor|غربت
poorness|غربت
pope|پاپ
poplar|سپېدار
poppy|کوکنار
populace|نفوس
popular|محبوب
popular|مشهور
popular|نامتو
popularity|محبوبيت
populated|اباد
population|نفوس
populous|ودانه
porcelain|چيني
porch|شوش
porcupine|شکوڼ
pore|منفذ
pores|مسامات
port|بندر
portable|د انتقال وړ
porter|پلنډي
porter|پنډي
porter|جوالي
portion|جزء
portion|حصه
portion|ونډ
portion|ونډه
portion|ټکانه
portrait|تمثال
portrait|عکس
portraitist|نقاش
portugal|پورتګال
pose|وضع ځان ښكارونه
posed|مطرح
position|رتبه
position|مقام
position|منزلت
position|موقعيت
position|موقف
position|وضع
positive|مثبت
positively|يقينأ
possessed|مملوک
possession|مستملکات
possession|تصرف
possessions|دارايي
possessor|څښتنه
possibility|امکان
possibility|مجال
possibility|شونتيا
possible|ممکن
possibly|ښايي
post|پايه
post|پوسته
post|رتبه
post|مخکنی
post|منصب
post|ډاګ
postcard|ډاګپاڼه
posterior|شاتنی
posterity|زی
postman|ډاګی
postpone|تعويق
postponed|ځنډنی
postponement|ځنډ
posts|ستنې
posture|سکه
posturing|مکیز
pot|لوښی
potato|پټاټه
potato|پټاټې
potato|کچالو
potbellied|ګېډه ور
potentially|بالقوه
pottage|اړوب
potter|كولال
pottery|کلالي
poultice|ضماد
pound|کوټل
pound|څوکريبل
pounding|ټک ټک
pounds|پاوڼده
pour|تلول
poverty|خواري
poverty|غريبي
poverty|فقر
poverty|ناداري
poverty|نېستي
poverty|فقر
powder|خاکه
power|برم
power|بنيه
power|پياوړتوب
power|پياوړتيا
power|توان
power|زور
power|سلطه
power|سېک
power|طاقت
power|قابو
power|قبضه
power|قدرت
power|قوت
power|قوه
power|کابو
power|لل
power|واټی
power|وس
power|وسه
power|ځواک
power|واکمني
powerful|زورور
powerful|مقتدر
powerful|مړوچ
powerhouse|د محرکه قوی مرکز
