English|پښتو
insurrection|قيام
integral|واړه
integrity|تماميت
Integrity|بشپړتيا ، تماميت
intelegence service|استخبارات
intellect|سد
intellect|عرفان
intellectual|روشنفکره
intelligence|ذکاوت
intelligence|سول
intelligence|استخبادات
intelligence|جاسوسۍ
intelligence|استخبارات
Intelligence|کشف يا استخباريه
intelligence agent|استخبارات
intelligence, keen|ذکي
intelligence, surveillance|استخباراتي
intelligence, wit|ذکاوت
intelligent|ځيرک
intelligent|ذکي
intelligent|ذهين
intense|شديد
intensity|شدت
intention|اراده
intention|تکل
intention|قصد
intention|نامت
intention|قصده
intention|منظور
intention|نیت
intention|نيت
intention|عزم
intention  |نیت
intentional|ارادي
intentional|عمدي
intentional|قصدي
intentional|قصدی
intentional|لوى لاس
intentional|په قطد
intentional|په لاسى ډول
intentional|عمدآ
intentional, on purpose|په قصد
intentional, on purpose|په لاسي ډول
intentional, on purpose|عمداً
intentional, on purpose, deliberate, will|اراده
intentional, on purpose, deliberate, will, dream (|ارادي
intentionally|قصداً
intentions|ارادى
intercourse|ګډير
intercourse|مراوده
Interdict|مخنيوی (ممانعت)
interest|ټکټ پولي
interest|ټکټانه
interest|دلچسپي
interest|ربح
interest|علاقه
interest|پم
interest|/علاقه
interest|شوق / ذوق
interest|علاقه / ليوالتيا
interest (APR)|سود
interest (they keep their own interests)|مفادات
interest, hobby|شوق
interested|ذيعلاقه
interesting|دلچسپ
interesting|زړه راښکونکي
interesting|په زره پوری/دلچسپ
interesting|دلچسپ/دلچسپه
interesting|په زړه پورى
interesting |په زړه پورې
interests|مصالح
interfere|مداخله کول
interferenc|مداخله
interference|دخل
interference|لاس وهنه
interference|لاسووهنه
interference|مداخله
interference|مداخله / لاس وهنه
interior|باطن
interior|داخله
interior, conscience, non physical characteristics|باطن
Interlocking Bites|يو له بله سره نښتي کړۍ يا حلقې
Interlocking Fires|يوله بله سره تړلي اورونه (انداختونه)
interloper|مغرض
intermediary, messenger|ريبار
internal|داخلي
internal|داخله
internal|داخلي/داخلي
internal conflicts|خپل مينځي جنګونه
internal market|داخلي مارکېټ/
internal medicine|عمومي داخله
international|بين المللي
international|نړيوال
international|نړی وال
international|بينالمللى
International|نړيوال / نړيواله / نړيوالى
international|بين الملى
International |نریوال  
International Committee of Red Cross|د سره صليب نړيواله کميټه
international conference|نړیوال کنفرانس
internship|ستاژ
interpellation|استيضاح
interpersonal|خپلمنځى
interpret|تعبيرول
interpret|تفسيرول
interpretation|تعبير
interpretation|تفسير
interpretation|توجيه
interpretation|تفير
interpreted|تعبیریږي
interpreter, translator|ترجمان
interrogate|تحقيق کول
interrogation|استنطاق
interrogation|تحقيقات
interrogator|مستنطق
interrupt|مداخله کول
interrupted|منقطع
intersection|تقاطع
intersection|چوک
intersection|څلورلاری
intersection|چلور لارې
intersection (4 way)|حلور لاری / چوک
intersection where four bazaars meet|چارسو
intersection2|چوک/
interval|وقفه
Interval between Units|د جزوتامونو تر منځ  واټن
interventing|حايل
intervention|مداخله
interview|مصاحبه
interview|مرکه
intestinal|معايي
intestine|کولمه
intestine large |پچکولمه
intestines|کولمى
Intestines|کولمې
intimacy|خصوصيات
intimate|همراز
intimate relations between a groom and a bride to  be|ګردني
into|کښي
intoxicated|مخمور
intoxicated, drunk (alc, drugs)|نشه
intoxicating|مسکر
intricate|کړکېچن
intricate question|کشاله
intrigue|توطييه
intrigue|دسيسه
introduce|معرفي کول
introduce|معرفی کول
introduce a reason|دليل وړاندې کول
introduce a reason|عذر وړاندې کول
introduce an argument|دليل وړاندې کول
introduce an argument|عذر وړاندې کول
introducer|معرف
introducer|معرفي کول
introduction|معرفي
introduction|مقدمه
introduction|معرفت
introduction|مغرفت
introduction|مشرف
invade|اشغال
invade|تجاوز کول
invade|لاندې نيول
invade|لاندې کول
invader|يرغلګر
invader|یرغلګر
invader|يرغلګر/يرغلګره
invading|يرغلګر(ه)
invading|/تهاجمي
invalidity, falseness|بطلان
invasion|تجاوز
invasion|تيری
invasion|چپاو
invasion|چپاول
invasion|حمله
invasion|يرغل
invasion|اشغال
invasion|تهاجم
invasion|اشغال/
invasion|تجاوز/حمله
invasion|تهاجم/
invasion|تيرۍ
Invasion|اشغال، تېری
invasion |تيرۍ/ تېرى
invasive|تهاجمي
invention|اختراع
inventor|مخترع
inventor|نويستونی
inventor|مبتکر
inventory|موجودي
invert|نسکورول
invertebrate|بې شمزۍ
inverted|سرکول
inverted|مقلوب
inverted|نسکور
Inverted|معکوس
inverted, upside down, reverse, inverse, antipodal|نسکور
invest|پانګه اچول
investigatary|تحقيقي
investigate|تحقيق کول
investigate|څيړنه
investigate|څيړل
investigate|غور کول
investigate|تحقيق
investigation|تحقيقات
investigation|پلټنه
investigation|تحقيق
investigation|څيړنه
investigation|پلتنه
investigation|پلتنه / څيړنه
investigation|تحقيق/
investigation |پلټنه
investigation |تحقيق
investigation / search|پلټنه
investigation, research|څيړنه
investigative (aj)|پلټونکى
investigator|پلټونکو
investigator|محقق
investment|پانګوال / تجاران
investment|پانګه
investment|/پانګه
investment|پانګه اچونه
investment|پانګونه
Investment|سرمايه ګذارى
investor|پانګه وال
invit|دعوت ورکول
invitation|بلنه
invitation|دعوت
invitation|ست
invitation|مېلمستيا
invitation|مېهمانه
invitation|منطق / رقعه /بلنه 
invitation |/مېهماني
invitation letter|بلن ليک
invite|دعوتول
invite|بلل
invite|دعوت کول
invite|دعوت ورکول
invite|ميلمه کول
invite|مېلمستيا کول
invite|مېلمه کول
invited|بللی
invited|راغوستی / رابللی
invitee|بللی
invoice|سيه
involve|کښې ايستل
involve|کښېيستل
involve|پيچل
involve|لاس پورې کول
involved|دخيل
involved|اخته
involved|مطرح
involved|دوچارئ
involved|داخل
involved|لاس او ګريوان
Involved|لاس او ګريوان 
involved|ښکيل
involved (in a bad way)|ککړ / ملوث
involved parties|ښکيلو غاړو
involvement|سروکار
inward|باطني
inward, internal|باطني
inyersely|معکوسأ
Iqbal|اقبال
IR (Information Requirements)|د خبرتيا ( اطلاعاتو) ضرورتونه
Iran|ايران/
Iraq|عراق
iron|وسپنه
iron|/اوسپنه
iron|اوسپنه
iron cutter|سکاڼی
iron gate|د اوسپنې دروازه
iron metal|اوسپنه
iron metal|وسپنه
irony|طنز
IRP (Initial Release Point)|د خپرېدو يا تيتېدو لومړنۍ نقطه
irreconcilable|نه پخلاکيدونکى
irregular|بې تربيه
irregular|بېقاعدې
irregular|نامنطمه
irregular suffix for plural forms|حدود
irrelevant|بې مورده
irrelevant|بې ځايه
irreligious|لامذهبه
irresolution|تردد
irresponsible|نا مسئول
irresponsible|نا مسئول/غير مسئول
irrigate|پڼول
irrigate|اوبه لګول
irrigated wheat|ابی غنم
irrigation|پڼه
irrigation|آبياري
irrigation|اوبخور
irrigation|/آبياري
irrigation|اوبه کرنه
irrigation system|د اوبو لوګولو
irritate|زورول
irritate, tease, give a hard time, torture|ځاورول
Irritation|خارښت، حساسيت
is|موجود دى
is burning|سوحیری
is burnt|سوحیدلی
is considered|ښکاري
is equivalent to…|سمون
is he is here  دی دلته دی|دی
is increasing|مخ پر زياتېدو ده
is invited|بلل کیری / وبلل شی
is it permitted?|اجازه 
is it possible to/that …|امکان لري چې ...
is it possible to/that 2 …|ممکنه ده چې ...
is living, or riches / wealth|هستى ده
is married|واده ده
is not are not|نسته
is not are not|نشته
is on the road towards…|په لار روان دى
is passing (by)|تیریری
is pretended|ښودل کيږي
is related to…|اړه 
is seated, has landed (plane)|ناست دی
is sitting|کسینی
is this is a notebook   دا کتابچه ده|ده
is useless|د کار نه دی
is worth mentioning|د يادوني وړ دى
Is your health good?|صحت دې ښۀ دى؟
Islam|اسلام
islamic|اسلامي
Islamic faith|مسلماني
Islamic fundamentalists|اسلام پالو
Islamic law|شرع
Islamic law|شريعت
Islamic law|شرعی
islamic law|شرعيات
Islamic nation|امت
Islamic religious law|فقه
islamic society|جمعيت اسلامى
island|ټاپو
island|جزيره
islands|ټاپوګان
islands|جزيرى / جزاير
Ismailia|اسماعيليه
isn't written|نه ليکل شوی
isolate|تجريدول
Isolate|بېلول
Isolate the Breach Point|د شق يا چاود نقطې بيلول
isolate, to separate|تجريدول
isosceles|متساوي الساقين
ispaghula|سپېغول
ispaghula|شکم پاره
Israel|اسراييل
israeli|اسراييلو / اسراييلي
Israelite|اسراييلي
issue|قضیه
issue|مسﺋله
issue|مسله
issue|نښته
issue|نسرول
issue|ګڼه
issue|مسايل
issue, matter|قضيه
issue, matter |قضيه
issue, topic, subject|موضوع
issues|مسایل
issues|حکم فرما
issues|شخړى
istigator|محرک
Istikhara|استخاره
istimation|تخمين
it|دا
it|یی
it appeared that, looked like…|داسى ښکاريدو چى
It does not matter.|پروا نۀ لري.
it looks like…|داسى بريښى چى...
it seems|لکه چې
it seems that|داسي ښکاری
it takes a long time|محلي
itch|خارښت
itch|کا
itch|ګرېدل
itch|خارښت کول
itch|خارښ
itching|خارښت
itching|کا
itching|خارښت / کا/
item|فقره
itinerary|خط السير
it's been marked|په نښه شوى دى
it's important for us|مونږ ته په کار دى
it's necessary for us|مونږ ته لازمه ده
it's necessary, they should/need to…|په کار دى
it's needed, it has to be done like this|په کار دى چى...
it's no surprise that…|د تعجب ځاى ندى چى...
it's not strong enough for…|په...باندى د...زور نه رايږى
it's not worth saying|د وايلى وړ نه دى
it's nothing to worry about|د اندېښنې وړ نه ده
it's ok, everything's fine|خير خيريت دی
it's possible|ممکن
it's very likely that…|ډېر احتمال لری چی...
ivory|عاج
ivy|پېروتې
J|
JA/ATT (Joint Air Attack)|په ګډه سره هوايي بريد يا يرغل
jack|جک
jack knife|چاقو
jackal|چغال
jackal|سورلنډی
jackass|نرخر
jackdaw|کاغۍ
jacket|جاکت
jacket|جاکټ
jacket|کرتۍ
jacket/suit coat|/کرتۍ
jail|جيل
jail|محبس
jail|زندان
jail|بندى خانه
jail|محبس/بندي خانه
jail term, restriction, clamp|قېد
jail/detention center|محبس/بندي خانه
jailor|بنديوان
Jalalabad |جلال آباد/
jam|مربا
Jamaica|جميکا
jamboree|جمبوری
January|جنوري
January 21 - February 20|دلوه
January 21 - February 20|سلواغه
Japan|جاپان
Japanese|جاپانی
jar|خم
jara'b|خراب
jasmine|چمبېلی
jasmine|ياسمن
jata', Ralati'|خطا / غلطی
jaudice  yellow |ژيړی
jaudice  yellow |ژړی
jaundice|يرقان
jaundice|زيړی
jaw|زامه
jaw|ژامه
Jaw|ژامه يا ژامه 
jaw bone|کرغښی
jawbone|ژامبېل
jawbone|ژامه
jealous|حسود
jealous|سوزي
jealous|حسارت
jealous|حسد
jealous (noun)|حاسد
jealous person|موزى
jealouse|حاسد
jealousy|حسد
jealousy|حسادت
jelly, marmalade|مربا
Jellyfish|يو ډول بحري ژوی دی چې شمزۍ (د ملا تير) نلري
Jereusalem (muslim word)|بيتالمقدس
jerk|جټکه
Jerusalem|بيت المقدس
jester|ټوکمار
jester|ټوکي
Jesus|غيسا
Jesus|عيسی
Jesus Christ|عيسی
Jesus Christ|عيسى
jet|جلکه
jet|جيټ
jet|جټ
jet|داره
jet|دارۍ
jet of water |څلګه
jetting|شوترکې
Jew|جهود
Jew|يهود
jewel|غمی
jewelery|ګاڼی
jewellery|ګانه
jewellery|جواهر
jewellery|زر او زېور
jewelry|زیور
jewelry|زېور
jewelry|ګاڼه
jewelry|/ګاڼه
jewelry|ګاڼي
jewels|جواهر
Jewish|يهودي
Jewish|يهود
Jews   harp|مورچنګ
jingle|ټنګول
jingle, jingling|شرنګ
jingling|ټنګهار
jirib (a unit of area)|جريب
job|پېشه
job|دنده
job|روزکار
job|روزګار
